dataset,split,example_idx,setup_id,batch_idx,annotator_id,status,start,end,annotator_group
t2t,test,43,claim-18-freshtabllama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-16-freshtabllama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-17-freshtabllama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-11-freshtabgemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-1-freshtabqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-5-freshtabqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-20-freshtabllama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-6-freshtabdeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-14-freshtabgemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-21-attention,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-8-freshtabdeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-2-freshtabqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-9-freshtabdeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-15-freshtabgemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-19-freshtabllama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-10-freshtabdeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-7-freshtabdeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-4-freshtabqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-3-freshtabqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-13-freshtabgemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,43,claim-12-freshtabgemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-5-diversegemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-4-diversegemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-19-diversellama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-21-attention,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-16-diversellama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-18-diversellama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-20-diversellama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-11-diversedeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-2-diversegemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-7-diverseqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-10-diverseqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-6-diverseqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-15-diversedeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-9-diverseqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-8-diverseqwen,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-17-diversellama,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-13-diversedeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-1-diversegemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-14-diversedeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-3-diversegemma,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,44,claim-12-diversedeepseek,14,5b829a201a1b2200016e86c4,finished,1752849696.0,1752851872.0,0
t2t,test,45,claim-4-lotnlgdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-14-lotnlggemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-3-lotnlgdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-10-lotnlgqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-21-attention,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-16-lotnlgllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-11-lotnlggemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-17-lotnlgllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-8-lotnlgqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-15-lotnlggemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-18-lotnlgllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-6-lotnlgqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-12-lotnlggemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-1-lotnlgdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-9-lotnlgqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-5-lotnlgdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-13-lotnlggemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-7-lotnlgqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-2-lotnlgdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-19-lotnlgllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,45,claim-20-lotnlgllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-4-freshtabqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-9-freshtabdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-12-freshtabgemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-20-freshtabllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-3-freshtabqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-16-freshtabllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-10-freshtabdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-13-freshtabgemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-19-freshtabllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-1-freshtabqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-18-freshtabllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-14-freshtabgemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-7-freshtabdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-17-freshtabllama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-6-freshtabdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-5-freshtabqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-8-freshtabdeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-21-attention,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-15-freshtabgemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-11-freshtabgemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,46,claim-2-freshtabqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-15-diversedeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-3-diversegemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-7-diverseqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-20-diversellama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-2-diversegemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-4-diversegemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-6-diverseqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-16-diversellama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-9-diverseqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-18-diversellama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-8-diverseqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-1-diversegemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-12-diversedeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-19-diversellama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-14-diversedeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-13-diversedeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-5-diversegemma,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-11-diversedeepseek,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-17-diversellama,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-10-diverseqwen,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,47,claim-21-attention,15,65fb70d4e69155a62d58ac90,finished,1752832844.0,1752834620.0,0
t2t,test,48,claim-16-lotnlgllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-20-lotnlgllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-5-lotnlgdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-4-lotnlgdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-1-lotnlgdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-12-lotnlggemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-3-lotnlgdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-6-lotnlgqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-2-lotnlgdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-15-lotnlggemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-21-attention,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-11-lotnlggemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-13-lotnlggemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-17-lotnlgllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-8-lotnlgqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-10-lotnlgqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-19-lotnlgllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-7-lotnlgqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-18-lotnlgllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-9-lotnlgqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,48,claim-14-lotnlggemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-18-freshtabllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-3-freshtabqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-2-freshtabqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-9-freshtabdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-14-freshtabgemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-8-freshtabdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-7-freshtabdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-13-freshtabgemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-11-freshtabgemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-16-freshtabllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-12-freshtabgemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-4-freshtabqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-21-attention,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-1-freshtabqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-10-freshtabdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-17-freshtabllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-19-freshtabllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-6-freshtabdeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-5-freshtabqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-20-freshtabllama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,49,claim-15-freshtabgemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-18-diversellama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-12-diversedeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-11-diversedeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-19-diversellama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-15-diversedeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-1-diversegemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-13-diversedeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-14-diversedeepseek,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-9-diverseqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-5-diversegemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-21-attention,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-7-diverseqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-10-diverseqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-17-diversellama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-3-diversegemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-6-diverseqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-16-diversellama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-2-diversegemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-8-diverseqwen,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-20-diversellama,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,50,claim-4-diversegemma,16,66774233add67a4a8e71398e,finished,1752834366.0,1752837022.0,0
t2t,test,51,claim-14-lotnlggemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-16-lotnlgllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-21-attention,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-8-lotnlgqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-4-lotnlgdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-3-lotnlgdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-7-lotnlgqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-11-lotnlggemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-10-lotnlgqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-6-lotnlgqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-20-lotnlgllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-1-lotnlgdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-13-lotnlggemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-5-lotnlgdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-12-lotnlggemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-19-lotnlgllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-17-lotnlgllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-9-lotnlgqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-18-lotnlgllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-2-lotnlgdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,51,claim-15-lotnlggemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-9-freshtabdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-6-freshtabdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-11-freshtabgemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-20-freshtabllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-5-freshtabqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-16-freshtabllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-15-freshtabgemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-18-freshtabllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-8-freshtabdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-1-freshtabqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-12-freshtabgemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-10-freshtabdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-7-freshtabdeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-4-freshtabqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-21-attention,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-14-freshtabgemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-2-freshtabqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-17-freshtabllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-19-freshtabllama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-3-freshtabqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,52,claim-13-freshtabgemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-8-diverseqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-7-diverseqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-10-diverseqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-9-diverseqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-12-diversedeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-17-diversellama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-11-diversedeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-4-diversegemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-16-diversellama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-2-diversegemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-3-diversegemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-21-attention,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-15-diversedeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-14-diversedeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-6-diverseqwen,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-20-diversellama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-1-diversegemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-19-diversellama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-18-diversellama,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-13-diversedeepseek,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,53,claim-5-diversegemma,17,63d79fcd741f9cfb2f87152f,finished,1752832831.0,1752836026.0,0
t2t,test,54,claim-7-lotnlgqwen,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
t2t,test,54,claim-10-lotnlgqwen,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
t2t,test,54,claim-3-lotnlgdeepseek,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
t2t,test,54,claim-4-lotnlgdeepseek,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
t2t,test,54,claim-18-lotnlgllama,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
t2t,test,54,claim-5-lotnlgdeepseek,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
t2t,test,54,claim-21-attention,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
t2t,test,54,claim-8-lotnlgqwen,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
t2t,test,54,claim-16-lotnlgllama,18,58954e2dc88c680001dd4b7e,finished,1752825974.0,1752827558.0,0
